make,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,engine_size,co_emissions,drivetrain,fuel_consumption,comfort_convenience,last_service,full_service_history,non_smoker_vehicle,upholstery,previous_owner,taxi_or_rental_car,age
Mercedes-Benz,16950,Compact,Used,5,2,120200.0,Manual,diesel,Metallic,Dealer,5,81,1461,131,Front,3.8,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,46990,Compact,Used,5,1,18995.0,Automatic,benzine,Basic,Dealer,5,185,1991,122,4WD,7.3,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,16800,Compact,Used,5,1,197000.0,Automatic,diesel,Metallic,Dealer,5,125,2143,118,4WD,4.9,Low,0,0,0,Cloth,0,0,7.0
Mercedes-Benz,4690,Compact,Used,3,0,165000.0,Manual,benzine,Metallic,Dealer,4,90,1799,95,Rear,8.2,Medium,1,1,1,Cloth,0,0,17.0
Mercedes-Benz,22550,Compact,Used,5,1,83339.0,Manual,diesel,Basic,Dealer,5,90,1595,95,Rear,8.2,Medium,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,26900,Compact,Used,5,2,48900.0,Automatic,benzine,Metallic,Dealer,5,185,1991,95,Front,6.1,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,23900,Compact,Used,5,1,21854.0,Automatic,diesel,Basic,Dealer,5,185,1991,122,Front,5.4,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,14200,Compact,Used,5,1,99016.0,Manual,diesel,Metallic,Dealer,5,81,1461,131,Front,3.8,Low,0,0,0,Cloth,0,0,7.0
Mercedes-Benz,37999,Compact,Used,5,1,90000.0,Automatic,benzine,Metallic,Dealer,5,185,1991,131,4WD,6.9,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,23999,Compact,Used,5,1,25914.0,Automatic,benzine,Basic,Dealer,5,185,1991,131,Front,6.0,Low,0,0,0,Cloth,0,0,9.0
Mercedes-Benz,24400,Compact,Used,5,1,27150.0,Manual,diesel,Metallic,Dealer,5,81,1461,118,Front,4.5,Medium,0,0,0,Leather,0,0,2.0
Mercedes-Benz,16999,Compact,Used,5,1,210000.0,Automatic,diesel,Basic,Dealer,5,125,2143,118,4WD,4.9,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,7450,Compact,Used,4,0,157500.0,Manual,diesel,Metallic,Dealer,5,185,1991,99,Front,5.2,Medium,0,1,1,Cloth,1,0,12.0
Mercedes-Benz,41900,Compact,Used,5,1,44000.0,Automatic,benzine,Metallic,Dealer,5,185,1991,117,4WD,7.3,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,29800,Compact,Used,5,1,21734.0,Automatic,diesel,Metallic,Dealer,5,81,1461,117,Front,3.9,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,37490,Compact,Used,5,1,81500.0,Automatic,benzine,Basic,Dealer,5,185,1991,117,4WD,6.9,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,21000,Compact,Used,5,1,172700.0,Automatic,diesel,Basic,Dealer,5,81,1461,117,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,26800,Compact,Used,4,1,18989.0,Automatic,diesel,Metallic,Dealer,5,81,1461,117,Front,3.9,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,32950,Compact,Used,5,0,24244.0,Manual,benzine,Basic,Dealer,5,103,1332,118,Front,6.1,Low,0,0,0,Leather,0,0,3.0
Mercedes-Benz,21000,Compact,Used,5,1,172700.0,Automatic,diesel,Basic,Dealer,5,81,1461,118,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,13999,Compact,Used,5,0,128644.0,Manual,diesel,Basic,Dealer,5,81,1461,220,4WD,3.8,Low,0,0,0,Cloth,0,0,8.0
Mercedes-Benz,29990,Compact,Used,5,1,120000.0,Automatic,benzine,Basic,Dealer,5,185,1991,220,4WD,7.1,Low,0,0,0,Cloth,0,0,8.0
Mercedes-Benz,8300,Compact,Used,4,1,71752.0,Automatic,benzine,Metallic,Dealer,5,100,2035,119,Front,7.6,Medium,0,1,1,Leather,1,0,17.0
Mercedes-Benz,32950,Compact,Used,4,0,34942.0,Automatic,benzine,Basic,Dealer,5,103,1332,118,Front,5.3,Medium,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,32950,Compact,Used,5,0,20124.0,Automatic,benzine,Basic,Dealer,5,103,1332,90,Front,5.6,Medium,0,0,0,Leather,0,0,2.0
Mercedes-Benz,36900,Compact,Used,5,2,11990.0,Automatic,benzine,Basic,Dealer,5,103,1332,90,Front,1.4,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,29800,Compact,Used,4,1,55226.0,Manual,diesel,Basic,Dealer,5,125,2143,90,Front,4.7,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,18390,Compact,Used,5,1,63871.0,Automatic,benzine,Basic,Dealer,5,90,1595,90,Front,5.4,Low,0,0,0,Cloth,0,0,5.0
Mercedes-Benz,25400,Compact,Used,5,1,87700.0,Automatic,diesel,Basic,Dealer,5,81,1461,90,Front,3.9,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,29000,Compact,Used,5,0,45701.0,Automatic,diesel,Basic,Dealer,5,143,1950,90,Front,4.0,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,29900,Compact,Used,4,3,52497.0,Automatic,benzine,Metallic,Dealer,5,103,1332,133,Front,5.6,Medium,0,1,1,Leather,1,0,3.0
Mercedes-Benz,14490,Compact,Used,5,1,118059.0,Manual,diesel,Metallic,Dealer,5,81,1461,133,Front,3.8,Low,0,0,0,Cloth,0,0,8.0
Mercedes-Benz,20630,Compact,Used,5,1,98258.0,Manual,diesel,Basic,Dealer,5,81,1461,133,Front,4.2,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,27500,Compact,Used,5,0,11394.0,Manual,benzine,Metallic,Dealer,5,103,1332,128,Front,5.6,Low,0,0,0,Leather,0,0,1.0
Mercedes-Benz,8490,Compact,Used,5,1,141980.0,Automatic,benzine,Metallic,Dealer,5,85,1699,95,Front,7.3,Low,0,1,1,Cloth,1,0,11.0
Mercedes-Benz,23850,Compact,Used,5,1,71098.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,35500,Compact,Used,5,1,26000.0,Automatic,benzine,Basic,Dealer,5,185,1991,95,Front,6.1,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,29900,Compact,Used,5,2,26500.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.9,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,25900,Compact,Used,5,1,43987.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.9,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,16700,Compact,Used,5,1,139000.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.7,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,23850,Compact,Used,5,1,71098.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,27460,Compact,Used,5,0,58813.0,Automatic,benzine,Basic,Dealer,5,103,1332,124,Front,5.4,Medium,0,1,1,Leather,1,0,2.0
Mercedes-Benz,17399,Compact,Used,5,1,100640.0,Manual,diesel,Metallic,Dealer,5,100,1796,124,Front,4.3,Low,0,0,0,Cloth,0,0,9.0
Mercedes-Benz,23999,Compact,Used,5,2,100000.0,Automatic,diesel,Basic,Dealer,5,125,2143,124,Front,4.1,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,20630,Compact,Used,5,1,98258.0,Manual,diesel,Basic,Dealer,5,81,1461,124,Front,4.2,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,21000,Compact,Used,5,1,172700.0,Automatic,diesel,Basic,Dealer,5,81,1461,124,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,29900,Compact,Used,4,2,68900.0,Automatic,diesel,Basic,Dealer,5,81,1461,124,Front,3.9,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,27999,Compact,Used,5,0,41272.0,Automatic,benzine,Basic,Dealer,5,103,1332,95,Front,5.3,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,25600,Compact,Used,5,2,49600.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.9,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,25990,Compact,Used,5,0,67626.0,Automatic,benzine,Metallic,Dealer,5,103,1332,122,Front,5.3,Medium,0,1,1,Cloth,1,0,2.0
Mercedes-Benz,34995,Compact,Used,5,2,8828.0,Automatic,diesel,Basic,Dealer,5,143,1950,122,4WD,4.6,Medium,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,27800,Compact,Used,5,1,61618.0,Automatic,diesel,Basic,Dealer,5,81,1461,122,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,29999,Compact,Used,5,0,17115.0,Automatic,benzine,Basic,Dealer,5,103,1332,90,Front,5.3,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,38350,Compact,Demonstration,4,1,8000.0,Automatic,benzine,Metallic,Dealer,5,103,1332,120,Front,5.3,Medium,0,0,0,Other,1,0,1.0
Mercedes-Benz,23400,Compact,Used,5,1,87500.0,Automatic,diesel,Basic,Dealer,5,125,2143,120,Front,4.1,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,7350,Compact,Used,4,1,61170.0,Automatic,benzine,Metallic,Dealer,5,110,1498,90,Front,7.2,Low,0,1,1,Other,1,0,16.0
Mercedes-Benz,21450,Compact,Used,5,1,116715.0,Automatic,diesel,Basic,Dealer,5,125,2143,90,Front,4.1,Low,0,0,0,Cloth,0,0,5.0
Mercedes-Benz,38880,Compact,Demonstration,4,1,22000.0,Automatic,diesel,Metallic,Dealer,5,143,1950,131,Front,4.4,High,0,1,0,Leather,1,0,2.0
Mercedes-Benz,27900,Compact,Used,5,1,19785.0,Automatic,benzine,Basic,Dealer,5,90,1595,131,Front,5.5,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,33900,Compact,Used,4,1,35758.0,Automatic,diesel,Basic,Dealer,5,143,1950,131,Front,4.1,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,37900,Compact,Used,5,1,126000.0,Manual,diesel,Basic,Dealer,4,143,1950,104,4WD,8.4,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,27490,Compact,Used,4,1,91754.0,Automatic,diesel,Basic,Dealer,5,81,1461,104,Front,3.9,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,24780,Compact,Used,5,0,46403.0,Automatic,benzine,Basic,Dealer,5,90,1595,104,Front,5.5,Medium,0,1,1,Cloth,1,0,4.0
Mercedes-Benz,9770,Compact,Used,5,0,49658.0,Manual,benzine,Metallic,Dealer,5,85,1699,90,Front,6.6,Low,0,0,1,Cloth,1,0,10.0
Mercedes-Benz,23850,Compact,Used,5,1,71098.0,Automatic,diesel,Basic,Dealer,5,81,1461,90,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,6990,Compact,Used,5,0,135000.0,Manual,benzine,Basic,Dealer,5,110,1498,90,Front,6.2,Low,0,0,0,Cloth,0,0,14.0
Mercedes-Benz,7000,Compact,Used,5,0,96000.0,Manual,benzine,Metallic,Dealer,5,121,2034,90,Front,7.2,Low,0,0,0,Cloth,0,0,17.0
Mercedes-Benz,6990,Compact,Used,5,0,135000.0,Manual,benzine,Basic,Dealer,5,110,1498,90,Front,6.2,Low,0,0,0,Cloth,0,0,14.0
Mercedes-Benz,33999,Compact,Used,5,1,12265.0,Automatic,benzine,Basic,Dealer,5,185,1991,90,4WD,6.7,Low,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,25950,Compact,Used,5,0,13863.0,Manual,benzine,Metallic,Dealer,5,103,1332,93,Front,5.6,Low,0,0,0,Leather,0,0,2.0
Mercedes-Benz,31950,Compact,Used,5,0,23644.0,Automatic,benzine,Metallic,Dealer,5,103,1332,134,Front,5.3,Low,0,0,0,Leather,0,0,0.0
Mercedes-Benz,14700,Compact,Used,5,1,93914.0,Manual,diesel,Metallic,Dealer,5,81,1461,134,Front,3.8,Medium,0,0,0,Leather,0,0,7.0
Mercedes-Benz,32800,Compact,Used,5,1,17900.0,Automatic,benzine,Basic,Dealer,5,185,1991,134,4WD,7.3,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,8950,Compact,Used,5,1,199000.0,Automatic,diesel,Basic,Dealer,5,185,1991,100,Front,5.2,Low,0,0,0,Cloth,0,0,10.0
Mercedes-Benz,32999,Compact,Used,5,0,100229.0,Automatic,benzine,Metallic,Dealer,5,185,1991,124,4WD,7.1,High,0,1,0,Leather,0,0,7.0
Mercedes-Benz,39495,Compact,Used,5,0,54510.0,Automatic,benzine,Metallic,Dealer,5,185,1991,124,4WD,6.9,Medium,0,1,0,Leather,0,0,5.0
Mercedes-Benz,38850,Compact,Used,5,0,49627.0,Automatic,benzine,Basic,Dealer,5,185,1991,104,Front,6.2,High,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,10950,Compact,Used,5,0,194367.0,Manual,diesel,Metallic,Dealer,5,81,1461,139,Front,3.6,Medium,0,1,0,Cloth,0,0,8.0
Mercedes-Benz,16750,Compact,Used,5,0,184748.0,Automatic,diesel,Basic,Dealer,5,81,1461,116,Front,3.7,Medium,0,0,0,Leather,0,0,5.0
Mercedes-Benz,30950,Compact,Used,5,0,115949.0,Automatic,benzine,Metallic,Dealer,5,185,1991,106,4WD,6.9,Medium,0,0,0,Leather,0,0,6.0
Mercedes-Benz,12950,Compact,Used,5,0,236233.0,Manual,diesel,Metallic,Dealer,5,81,1461,119,Front,3.5,Medium,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,12445,Compact,Used,5,0,177477.0,Manual,diesel,Metallic,Dealer,5,81,1461,119,Front,3.5,Medium,0,1,0,Cloth,0,0,6.0
Mercedes-Benz,48950,Compact,Used,5,0,59012.0,Automatic,benzine,Metallic,Dealer,5,185,1991,182,4WD,7.3,Medium,0,1,1,Leather,1,0,3.0
Mercedes-Benz,28445,Compact,Used,5,0,117613.0,Automatic,benzine,Metallic,Dealer,5,185,1991,182,4WD,6.9,Medium,0,0,0,Leather,0,0,9.0
Mercedes-Benz,48136,Compact,Used,4,0,4537.0,Automatic,benzine,Metallic,Dealer,5,100,1337,182,Front,6.1,High,0,1,0,Leather,0,0,1.0
Mercedes-Benz,14945,Compact,Used,5,1,188018.0,Automatic,benzine,Metallic,Dealer,5,90,1595,134,Front,5.6,Medium,0,1,0,Leather,1,0,8.0
Mercedes-Benz,39900,Compact,Used,5,2,46300.0,Automatic,benzine,Basic,Dealer,5,185,1991,134,4WD,6.9,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,25950,Compact,Used,5,0,136404.0,Automatic,benzine,Metallic,Dealer,5,185,1991,134,4WD,6.9,High,0,1,0,Leather,0,0,8.0
Mercedes-Benz,16950,Compact,Used,5,1,165282.0,Manual,diesel,Basic,Dealer,5,81,1461,118,Front,4.0,Medium,0,0,0,Leather,1,0,10.0
Mercedes-Benz,34900,Compact,Used,5,1,52694.0,Automatic,benzine,Metallic,Dealer,5,185,1991,176,4WD,6.9,Medium,0,1,0,Leather,1,0,6.0
Mercedes-Benz,44988,Compact,Used,5,1,62182.0,Automatic,benzine,Basic,Dealer,5,185,1991,176,4WD,6.9,High,0,1,0,Leather,1,0,4.0
Mercedes-Benz,27425,Compact,Used,5,1,139464.0,Automatic,benzine,Metallic,Dealer,5,103,1332,176,Front,5.3,Medium,0,0,0,Leather,0,0,4.0
Mercedes-Benz,44980,Compact,Used,5,0,34408.0,Automatic,benzine,Basic,Dealer,5,185,1991,127,Front,6.4,High,0,0,0,Leather,1,0,3.0
Mercedes-Benz,33945,Compact,Used,5,0,47514.0,Automatic,benzine,Metallic,Dealer,5,185,1991,159,Front,6.2,Medium,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,19950,Compact,Used,5,0,141989.0,Manual,diesel,Basic,Dealer,5,81,1461,99,Front,3.9,Medium,0,0,0,Leather,1,0,5.0
Mercedes-Benz,22945,Compact,Used,5,1,108464.0,Automatic,benzine,Metallic,Dealer,5,90,1595,158,Front,5.4,Medium,0,1,0,Leather,1,0,5.0
Mercedes-Benz,38999,Compact,Used,5,0,59381.0,Automatic,benzine,Metallic,Dealer,5,103,1332,158,Front,5.3,Medium,0,1,0,Leather,0,0,3.0
Mercedes-Benz,6400,Compact,Used,5,1,179000.0,Automatic,diesel,Metallic,Dealer,5,185,1991,158,Front,5.2,Low,0,0,0,Cloth,0,0,16.0
Mercedes-Benz,13990,Compact,Used,5,1,123000.0,Manual,diesel,Metallic,Dealer,5,185,1991,158,Front,5.2,Low,0,0,0,Cloth,0,0,10.0
Mercedes-Benz,23990,Compact,Used,5,1,51078.0,Automatic,diesel,Basic,Dealer,5,81,1461,158,Front,4.1,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,26900,Compact,Used,5,1,139719.0,Automatic,diesel,Metallic,Dealer,5,143,1950,95,Front,4.8,Low,0,1,0,Cloth,0,0,3.0
Mercedes-Benz,13900,Compact,Used,5,0,212000.0,Manual,diesel,Basic,Dealer,5,81,1461,95,Front,4.8,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,23990,Compact,Used,5,1,51078.0,Automatic,diesel,Basic,Dealer,5,81,1461,127,Front,4.1,Medium,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,19750,Compact,Used,5,1,151300.0,Automatic,benzine,Basic,Dealer,5,185,1991,127,Front,6.2,Medium,0,1,1,Other,0,0,9.0
Mercedes-Benz,15000,Compact,Used,5,1,129000.0,Automatic,diesel,Basic,Dealer,5,88,1598,127,Front,6.2,Low,0,0,0,Cloth,0,0,9.0
Mercedes-Benz,28980,Compact,Used,5,1,36605.0,Automatic,diesel,Basic,Dealer,5,125,2143,127,Front,4.1,Medium,0,0,0,Cloth,0,0,5.0
Mercedes-Benz,37900,Compact,Used,5,1,71927.0,Automatic,benzine,Metallic,Dealer,5,185,1991,134,Front,6.2,Medium,0,1,0,Leather,1,0,2.0
Mercedes-Benz,23780,Compact,Used,5,0,80928.0,Automatic,diesel,Basic,Dealer,5,125,2143,134,Front,3.8,Medium,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,31718,Compact,Used,5,1,83624.0,Automatic,benzine,Basic,Dealer,5,103,1332,134,Front,1.4,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,27800,Compact,Used,5,1,61618.0,Automatic,diesel,Basic,Dealer,5,81,1461,134,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,4850,Compact,Used,5,0,176000.0,Manual,benzine,Metallic,Dealer,5,110,1498,95,Front,5.8,Low,0,1,1,Cloth,0,0,11.0
Mercedes-Benz,31450,Compact,Used,5,0,99597.0,Automatic,diesel,Metallic,Dealer,5,81,1461,95,Front,4.6,Medium,0,1,0,Leather,0,0,3.0
Mercedes-Benz,17944,Compact,Used,5,0,99939.0,Manual,benzine,Metallic,Dealer,5,90,1595,117,Front,5.6,Medium,0,1,0,Leather,1,0,6.0
Mercedes-Benz,19950,Compact,Used,5,0,189278.0,Automatic,diesel,Metallic,Dealer,5,125,2143,117,Front,3.8,Medium,0,1,0,Leather,0,0,7.0
Mercedes-Benz,38990,Compact,Used,4,1,32800.0,Automatic,benzine,Basic,Dealer,5,103,1332,117,Front,1.3,Medium,0,0,0,Cloth,0,0,2.0
Mercedes-Benz,23536,Compact,Used,5,1,29721.0,Automatic,diesel,Basic,Dealer,5,81,1461,117,Front,3.9,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,20490,Compact,Used,5,1,75000.0,Automatic,diesel,Basic,Dealer,5,125,2143,117,Front,4.1,Low,0,0,0,Cloth,0,0,6.0
Mercedes-Benz,37950,Compact,Used,5,1,67953.0,Automatic,benzine,Metallic,Dealer,5,103,1332,117,Front,5.2,Medium,0,1,0,Leather,0,0,4.0
Mercedes-Benz,36999,Compact,Used,5,1,25900.0,Automatic,benzine,Basic,Dealer,5,103,1332,117,Front,1.4,Medium,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,33950,Compact,Used,5,0,74951.0,Automatic,benzine,Metallic,Dealer,5,103,1333,104,Front,5.3,Medium,0,1,0,Leather,0,0,4.0
Mercedes-Benz,12245,Compact,Used,5,1,140230.0,Manual,diesel,Basic,Dealer,5,81,1461,82,Front,3.6,Medium,0,1,0,Cloth,1,0,9.0
Mercedes-Benz,19995,Compact,Used,5,0,63522.0,Manual,benzine,Basic,Dealer,5,90,1595,82,Front,3.6,Medium,0,1,0,Leather,0,0,5.0
Mercedes-Benz,27800,Compact,Used,5,1,61618.0,Automatic,diesel,Basic,Dealer,5,81,1461,82,Front,3.7,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,16945,Compact,Used,5,0,135462.0,Automatic,benzine,Basic,Dealer,5,90,1595,90,Front,5.3,Medium,0,0,0,Other,0,0,7.0
Mercedes-Benz,18950,Compact,Used,5,0,114795.0,Automatic,benzine,Basic,Dealer,5,185,1991,104,Front,6.0,Medium,0,1,0,Leather,1,0,10.0
Mercedes-Benz,26980,Compact,Used,5,0,82571.0,Automatic,benzine,Basic,Dealer,5,90,1595,90,Front,5.4,High,0,0,0,Leather,1,0,4.0
Mercedes-Benz,18945,Compact,Used,5,1,96488.0,Automatic,benzine,Metallic,Dealer,5,90,1595,122,Front,5.3,Medium,0,1,0,Leather,1,0,7.0
Mercedes-Benz,22950,Compact,Used,5,0,109275.0,Automatic,benzine,Basic,Dealer,5,90,1595,139,Front,5.4,Medium,0,1,1,Leather,0,0,4.0
Mercedes-Benz,40890,Compact,Used,5,0,5000.0,Automatic,benzine,Basic,Dealer,5,103,1332,139,Front,5.4,Medium,0,0,0,Cloth,0,0,0.0
Mercedes-Benz,39900,Compact,Used,5,0,7000.0,Automatic,benzine,Basic,Dealer,5,103,1332,139,Front,5.4,Medium,0,0,0,Cloth,0,0,0.0
Mercedes-Benz,38890,Compact,Used,5,0,5000.0,Automatic,benzine,Basic,Dealer,5,103,1332,139,Front,5.4,Medium,0,0,0,Cloth,0,0,0.0
Mercedes-Benz,32990,Compact,Used,5,1,41004.0,Automatic,benzine,Metallic,Dealer,5,103,1332,104,Front,5.3,Medium,0,0,0,Other,0,0,4.0
Mercedes-Benz,12295,Compact,Used,5,0,161839.0,Manual,benzine,Metallic,Dealer,5,90,1595,90,Front,5.5,Medium,0,1,0,Leather,0,0,9.0
Mercedes-Benz,27400,Compact,Used,5,1,96300.0,Automatic,diesel,Basic,Dealer,5,81,1461,90,Front,3.9,Low,0,0,0,Cloth,0,0,4.0
Mercedes-Benz,29950,Compact,Used,5,1,63267.0,Automatic,benzine,Metallic,Dealer,5,103,1332,201,Front,5.3,Medium,0,1,0,Cloth,0,0,4.0
Mercedes-Benz,36900,Compact,Used,5,2,17500.0,Automatic,benzine,Metallic,Dealer,5,103,1332,201,Front,1.4,Low,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,22950,Compact,Used,5,0,81835.0,Automatic,benzine,Metallic,Dealer,5,185,1991,127,Front,6.0,Medium,0,1,0,Leather,0,0,8.0
Mercedes-Benz,34950,Compact,Used,5,0,74458.0,Automatic,benzine,Metallic,Dealer,5,103,1332,103,Front,5.3,Medium,0,1,0,Leather,0,0,4.0
Mercedes-Benz,35950,Compact,Used,5,0,14683.0,Automatic,benzine,Metallic,Dealer,5,103,1332,103,Front,6.1,Medium,0,1,0,Leather,0,0,1.0
Mercedes-Benz,19990,Compact,Used,5,1,87119.0,Automatic,diesel,Basic,Dealer,5,125,2143,103,Front,3.8,Low,0,0,0,Cloth,0,0,5.0
Mercedes-Benz,18750,Compact,Used,5,0,108208.0,Manual,benzine,Basic,Dealer,5,90,1595,103,Front,5.7,Medium,0,1,0,Leather,0,0,7.0
Mercedes-Benz,15250,Compact,Used,5,1,100532.0,Manual,benzine,Metallic,Dealer,5,90,1595,119,Front,5.7,Medium,0,1,0,Leather,1,0,9.0
Mercedes-Benz,22790,Compact,Used,5,0,47638.0,Automatic,diesel,Basic,Dealer,5,81,1500,119,Front,3.9,Low,0,0,0,Cloth,1,0,5.0
Mercedes-Benz,27250,Compact,Used,5,0,86000.0,Automatic,diesel,Basic,Dealer,5,81,1461,124,Front,8.0,Medium,0,1,0,Cloth,0,0,3.0
Mercedes-Benz,28590,Compact,Used,5,1,70840.0,Automatic,diesel,Basic,Dealer,5,81,1461,139,Front,3.5,Medium,0,0,0,Leather,0,0,4.0
Mercedes-Benz,14990,Compact,Used,5,0,69210.0,Manual,diesel,Basic,Dealer,5,81,1461,139,Front,3.5,Medium,0,0,0,Cloth,0,0,8.0
Mercedes-Benz,13950,Compact,Used,5,1,133773.0,Manual,benzine,Basic,Dealer,5,90,1595,85,Front,5.2,Medium,0,1,0,Leather,1,0,9.0
Mercedes-Benz,33500,Compact,Used,5,0,64810.0,Automatic,benzine,Basic,Dealer,5,103,1332,139,Front,5.3,Medium,0,1,0,Leather,1,0,3.0
Mercedes-Benz,31500,Compact,Used,5,1,47500.0,Automatic,benzine,Basic,Dealer,5,185,1991,139,Front,6.1,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,17995,Compact,Used,5,0,198291.0,Manual,diesel,Metallic,Dealer,5,81,1461,99,Front,3.5,Medium,0,1,0,Leather,0,0,4.0
Mercedes-Benz,17950,Compact,Used,5,0,75594.0,Manual,benzine,Metallic,Dealer,5,90,1595,90,Front,5.2,Medium,0,1,0,Leather,0,0,6.0
Mercedes-Benz,26890,Compact,Used,5,1,29999.0,Automatic,diesel,Basic,Dealer,5,81,1461,90,Front,3.9,Low,0,0,0,Cloth,0,0,3.0
Mercedes-Benz,20500,Compact,Used,5,0,95698.0,Automatic,benzine,Basic,Dealer,5,90,1595,90,Front,3.9,Medium,0,1,0,Leather,0,0,9.0
Mercedes-Benz,18999,Compact,Used,5,0,96010.0,Automatic,diesel,Basic,Dealer,5,81,1461,95,Front,3.7,Medium,0,1,0,Leather,0,0,6.0
Mercedes-Benz,28490,Compact,Used,5,0,33349.0,Automatic,diesel,Metallic,Dealer,5,143,1950,95,Front,4.6,Medium,0,1,1,Cloth,0,0,1.0
Mercedes-Benz,14885,Compact,Used,5,0,152591.0,Manual,benzine,Metallic,Dealer,5,90,1595,95,Front,5.4,Low,0,1,0,Cloth,0,0,5.0
Mercedes-Benz,39990,Compact,Used,5,0,4955.0,Automatic,benzine,Basic,Dealer,5,103,1332,95,Front,5.4,Medium,0,0,0,Cloth,0,0,1.0
Mercedes-Benz,18400,Compact,Used,5,1,102998.0,Automatic,benzine,Basic,Dealer,5,90,1595,95,Front,5.4,Medium,0,1,0,Leather,1,0,7.0
Mercedes-Benz,37490,Compact,Used,4,0,8500.0,Automatic,diesel,Basic,Dealer,5,143,1950,95,Front,5.4,Medium,0,0,0,Cloth,0,0,0.0
Mercedes-Benz,21945,Compact,Used,5,1,50340.0,Automatic,benzine,Metallic,Dealer,5,90,1595,95,Front,5.2,Medium,0,1,0,Leather,1,0,6.0
Mercedes-Benz,21950,Compact,Used,5,1,87385.0,Automatic,benzine,Basic,Dealer,5,90,1595,95,Front,5.1,Medium,0,1,0,Other,0,0,7.0
Mercedes-Benz,33950,Compact,Used,5,0,86828.0,Automatic,benzine,Basic,Dealer,5,103,1333,90,Front,5.3,Medium,0,1,0,Leather,0,0,4.0
