make,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,engine_size,co_emissions,drivetrain,fuel_consumption,comfort_convenience,last_service,full_service_history,non_smoker_vehicle,upholstery,previous_owner,taxi_or_rental_car,age
Opel,19979,Off-Road/Pick-up,Employee's car,5,1,100.0,Manual,benzine,Metallic,Dealer,5,96,1199,106,Front,4.7,Medium,0,1,1,Cloth,1,0,0.0
Opel,19995,Off-Road/Pick-up,Employee's car,5,3,7150.0,Manual,benzine,Metallic,Dealer,5,96,1199,111,Front,4.7,Medium,0,1,1,Cloth,1,1,0.0
Opel,17479,Off-Road/Pick-up,Used,5,3,49500.0,Manual,benzine,Basic,Dealer,5,103,1364,126,4WD,7.1,High,0,1,1,Cloth,1,0,3.0
Opel,36490,Off-Road/Pick-up,Demonstration,5,2,10.0,Automatic,diesel,Metallic,Dealer,5,96,1499,106,Front,4.4,Medium,0,1,1,Cloth,1,0,0.0
Opel,850,Station wagon,Used,4,0,177000.0,Automatic,diesel,Metallic,Dealer,5,92,2172,108,Front,6.3,Low,0,1,0,Cloth,1,0,18.0
Opel,7950,Station wagon,Used,5,1,120000.0,Manual,diesel,Metallic,Dealer,5,125,1956,112,Front,4.9,Medium,1,0,0,Leather,1,0,11.0
Opel,22950,Station wagon,Used,5,0,112877.0,Automatic,diesel,Basic,Dealer,5,125,1956,124,4WD,6.9,High,0,1,1,Leather,1,0,4.0
Opel,19990,Station wagon,Used,5,0,92000.0,Automatic,diesel,Metallic,Dealer,5,125,1956,106,4WD,7.2,Medium,0,1,1,Leather,1,0,4.0
Opel,10100,Station wagon,Used,5,1,123600.0,Automatic,diesel,Basic,Dealer,5,88,1598,106,Front,4.9,Low,0,0,0,Cloth,0,0,4.0
Opel,13900,Station wagon,Used,4,0,137600.0,Manual,diesel,Metallic,Dealer,5,125,1956,95,4WD,5.6,Medium,0,0,0,Other,0,0,5.0
Opel,15900,Station wagon,Used,5,1,91255.0,Manual,benzine,Basic,Dealer,5,110,1399,113,Front,5.3,Low,0,0,0,Leather,0,0,4.0
Opel,13890,Station wagon,Used,4,1,85224.0,Automatic,diesel,Metallic,Dealer,5,88,1598,101,Front,3.9,Medium,0,1,1,Other,1,0,6.0
Opel,32990,Station wagon,Used,5,3,94000.0,Automatic,benzine,Basic,Dealer,5,169,1998,99,4WD,8.7,High,0,1,1,Cloth,0,0,4.0
Opel,16500,Station wagon,Used,5,1,131332.0,Automatic,diesel,Metallic,Dealer,5,88,1598,103,Front,5.5,High,0,0,0,Leather,0,0,4.0
Opel,25990,Station wagon,Used,5,3,50238.0,Automatic,benzine,Basic,Dealer,5,88,1598,142,Front,6.5,High,0,1,0,Cloth,1,0,4.0
Opel,19200,Station wagon,Used,5,1,39460.0,Manual,diesel,Basic,Dealer,5,125,1956,142,Front,6.8,High,0,0,0,Cloth,0,0,1.0
Opel,24950,Station wagon,Used,5,3,81400.0,Automatic,diesel,Metallic,Dealer,5,125,1956,107,4WD,6.8,High,0,1,1,Leather,1,0,3.0
Opel,29880,Station wagon,Used,4,0,31903.0,Manual,diesel,Metallic,Dealer,9,88,1598,195,Front,5.9,Medium,0,0,1,Other,1,0,6.0
Opel,23500,Station wagon,Used,5,1,50489.0,Automatic,benzine,Basic,Dealer,5,85,1490,107,Front,6.1,Medium,0,0,0,Leather,0,0,5.0
Opel,15990,Station wagon,Used,5,0,112300.0,Manual,diesel,Metallic,Dealer,5,88,1598,126,Front,4.9,High,0,1,1,Leather,1,0,3.0
Opel,33950,Station wagon,Used,5,3,23239.0,Automatic,benzine,Metallic,Dealer,5,169,1998,101,4WD,8.7,High,0,1,1,Leather,1,0,4.0
Opel,32800,Station wagon,Used,5,1,39044.0,Automatic,benzine,Metallic,Dealer,5,169,1998,106,4WD,8.7,High,0,1,1,Leather,1,0,5.0
Opel,11490,Station wagon,Used,5,0,110571.0,Manual,diesel,Basic,Dealer,5,88,1598,114,Front,3.4,Low,0,1,1,Cloth,0,0,5.0
Opel,13950,Station wagon,Used,4,1,101040.0,Manual,diesel,Metallic,Dealer,7,125,1956,114,Front,6.0,High,0,1,1,Leather,0,0,8.0
Opel,19650,Station wagon,Demonstration,4,1,46500.0,Automatic,diesel,Basic,Dealer,5,110,1496,119,Front,4.2,High,0,1,1,Leather,1,0,3.0
Opel,12490,Station wagon,Used,5,1,113103.0,Manual,diesel,Basic,Dealer,5,88,1598,166,Front,3.8,Medium,0,1,1,Cloth,1,0,4.0
Opel,16960,Station wagon,Used,5,3,81000.0,Manual,diesel,Basic,Dealer,5,125,1956,108,Front,4.5,High,0,0,0,Leather,1,0,5.0
Opel,18700,Station wagon,Used,5,1,57462.0,Manual,diesel,Basic,Dealer,5,125,1956,108,Front,4.7,Low,0,0,0,Cloth,0,0,1.0
Opel,19900,Station wagon,Used,5,1,89958.0,Automatic,diesel,Basic,Dealer,5,125,1956,105,4WD,4.7,Medium,0,1,1,Leather,0,0,3.0
Opel,12990,Station wagon,Used,5,1,136500.0,Manual,benzine,Metallic,Dealer,5,88,1598,123,Front,6.2,Medium,1,0,1,Leather,1,0,6.0
Opel,9980,Station wagon,Used,5,0,128598.0,Manual,benzine,Metallic,Dealer,5,88,1598,122,Front,6.2,Medium,0,1,1,Leather,1,0,9.0
Opel,19940,Station wagon,Used,4,1,72764.0,Manual,diesel,Basic,Dealer,5,125,1956,109,Front,5.4,High,0,0,1,Leather,1,0,4.0
Opel,17100,Station wagon,Used,5,1,29600.0,Manual,benzine,Basic,Dealer,5,96,1199,109,Front,4.5,Low,0,0,0,Cloth,0,0,1.0
Opel,11500,Station wagon,Used,5,1,111884.0,Manual,diesel,Basic,Dealer,5,88,1598,109,Front,3.6,Low,0,0,0,Cloth,0,0,5.0
Opel,21489,Station wagon,Used,5,3,109600.0,Automatic,diesel,Metallic,Dealer,5,125,1956,105,4WD,5.6,High,0,1,1,Leather,1,0,3.0
Opel,27870,Station wagon,Used,4,0,70994.0,Manual,diesel,Basic,Dealer,9,88,1598,124,Front,5.7,Low,0,1,1,Cloth,1,0,6.0
Opel,18900,Station wagon,Used,5,1,83068.0,Manual,benzine,Metallic,Dealer,5,169,1998,106,4WD,8.0,High,0,1,1,Leather,0,0,7.0
Opel,19250,Station wagon,Used,5,1,69384.0,Automatic,diesel,Basic,Dealer,5,125,1956,105,4WD,6.8,Medium,0,0,0,Other,0,0,5.0
Opel,28990,Station wagon,Used,5,3,43700.0,Automatic,diesel,Metallic,Dealer,5,125,1956,82,4WD,6.8,High,0,1,1,Other,1,0,3.0
Opel,18900,Station wagon,Used,5,1,106321.0,Automatic,benzine,Metallic,Dealer,5,88,1598,89,Front,6.3,Medium,0,0,1,Leather,0,0,8.0
Opel,25989,Station wagon,Used,5,0,82450.0,Automatic,diesel,Metallic,Dealer,5,125,1956,109,4WD,7.1,Medium,0,1,0,Leather,1,0,3.0
Opel,11390,Station wagon,Used,4,1,90000.0,Manual,diesel,Basic,Dealer,5,88,1598,132,Front,3.5,Medium,0,0,1,Cloth,1,0,6.0
Opel,13970,Station wagon,Used,5,0,176370.0,Automatic,diesel,Metallic,Dealer,5,125,1956,112,Front,5.7,Medium,0,0,1,Cloth,1,0,7.0
Opel,14969,Station wagon,Used,5,0,70507.0,Manual,diesel,Metallic,Dealer,5,125,1956,103,Front,4.7,Medium,0,1,1,Other,0,0,6.0
Opel,24980,Station wagon,Used,5,3,28650.0,Automatic,diesel,Basic,Dealer,5,125,1956,105,4WD,5.6,High,0,1,1,Cloth,1,0,3.0
Opel,19900,Station wagon,Used,5,1,55102.0,Manual,diesel,Metallic,Dealer,5,125,1956,103,Front,5.6,Medium,0,1,1,Leather,0,0,5.0
Opel,28490,Station wagon,Used,5,3,84751.0,Automatic,diesel,Metallic,Dealer,5,125,1956,115,4WD,7.1,High,0,1,1,Cloth,1,0,4.0
Opel,21850,Station wagon,Used,5,0,99440.0,Automatic,diesel,Metallic,Dealer,5,125,1956,103,4WD,7.2,High,0,1,0,Leather,1,0,4.0
Opel,22990,Station wagon,Used,5,0,95790.0,Automatic,diesel,Basic,Dealer,5,125,1956,110,4WD,6.8,High,0,1,0,Leather,1,0,5.0
Opel,23389,Station wagon,Used,5,3,40752.0,Automatic,diesel,Metallic,Dealer,5,110,1496,103,Front,4.2,High,0,0,0,Cloth,1,1,1.0
Opel,12290,Station wagon,Used,5,1,145273.0,Automatic,diesel,Basic,Dealer,5,125,1956,103,4WD,5.7,Low,0,0,0,Cloth,0,0,5.0
Opel,14480,Station wagon,Used,4,1,87593.0,Automatic,diesel,Metallic,Dealer,5,88,1598,128,Front,3.6,Low,0,1,1,Cloth,0,0,5.0
Opel,15990,Station wagon,Used,5,1,100848.0,Manual,benzine,Metallic,Dealer,5,85,1490,104,Front,6.1,High,0,1,1,Cloth,0,0,4.0
Opel,24680,Station wagon,Used,4,0,67287.0,Automatic,benzine,Metallic,Dealer,5,169,1998,106,4WD,8.7,High,0,0,1,Leather,1,0,4.0
Opel,12890,Station wagon,Used,5,0,68000.0,Manual,diesel,Basic,Dealer,5,88,1598,171,Front,3.6,Medium,0,0,0,Cloth,1,0,5.0
Opel,16000,Station wagon,Used,5,1,37262.0,Manual,benzine,Basic,Dealer,5,60,1200,101,4WD,7.0,High,0,0,0,Cloth,0,0,2.0
Opel,49950,Station wagon,Used,4,0,47000.0,Automatic,diesel,Basic,Dealer,5,110,1997,127,Front,5.4,High,0,1,0,Leather,1,0,2.0
Opel,14900,Station wagon,Used,5,1,89986.0,Manual,diesel,Metallic,Dealer,5,125,1956,104,Front,3.9,Medium,0,1,1,Cloth,0,0,7.0
Opel,19449,Station wagon,Used,5,3,86000.0,Automatic,diesel,Metallic,Dealer,5,125,1956,109,4WD,5.6,Medium,0,1,1,Cloth,1,0,3.0
Opel,23980,Station wagon,Used,5,1,32200.0,Manual,diesel,Metallic,Dealer,5,125,1956,95,Front,4.7,Medium,0,1,1,Cloth,1,0,2.0
Opel,24950,Station wagon,Used,4,1,69954.0,Manual,diesel,Basic,Dealer,5,125,1956,106,Front,5.3,High,0,1,1,Leather,1,0,5.0
Opel,23450,Station wagon,Used,5,3,63244.0,Automatic,benzine,Metallic,Dealer,5,169,1998,104,4WD,8.7,High,0,1,1,Leather,1,0,4.0
Opel,32640,Station wagon,Demonstration,5,2,3000.0,Automatic,benzine,Metallic,Dealer,5,96,1199,115,Front,6.8,Medium,0,1,1,Cloth,0,0,0.0
Opel,24490,Station wagon,Used,5,3,52113.0,Automatic,diesel,Basic,Dealer,5,125,1956,96,4WD,5.6,High,0,1,1,Cloth,1,0,3.0
Opel,16900,Station wagon,Used,5,1,71459.0,Manual,benzine,Metallic,Dealer,5,110,1399,156,Front,5.9,Medium,0,1,1,Leather,0,0,4.0
Opel,32850,Station wagon,Used,5,0,82943.0,Automatic,diesel,Metallic,Dealer,5,125,1956,95,4WD,7.1,High,0,1,0,Leather,1,0,4.0
Opel,47500,Station wagon,Used,4,1,18877.0,Manual,diesel,Basic,Dealer,9,88,1598,119,Front,6.1,Medium,0,1,1,Cloth,1,0,4.0
Opel,9390,Station wagon,Used,5,1,168201.0,Manual,diesel,Basic,Dealer,5,88,1598,119,Front,3.8,Low,0,0,0,Cloth,0,0,4.0
Opel,24740,Station wagon,Used,5,1,73400.0,Automatic,diesel,Metallic,Dealer,5,125,1956,101,4WD,7.1,High,0,1,1,Leather,1,0,4.0
Opel,20700,Station wagon,Used,5,1,57829.0,Manual,benzine,Basic,Dealer,2,96,1199,101,4WD,5.5,High,0,0,0,Cloth,0,0,3.0
Opel,17390,Station wagon,Used,5,0,66200.0,Manual,benzine,Metallic,Dealer,5,85,1490,101,Front,6.2,Medium,0,1,1,Cloth,1,0,5.0
Opel,20900,Station wagon,Used,5,1,89989.0,Automatic,diesel,Metallic,Dealer,5,125,1956,110,4WD,5.6,Medium,0,1,1,Leather,0,0,4.0
Opel,20750,Station wagon,Used,5,0,136799.0,Automatic,diesel,Metallic,Dealer,5,110,1997,98,Front,5.7,High,0,1,0,Leather,1,0,5.0
Opel,17900,Station wagon,Used,5,1,89784.0,Automatic,diesel,Metallic,Dealer,5,125,1956,103,4WD,4.5,Medium,0,0,1,Leather,0,0,5.0
Opel,19900,Station wagon,Used,5,1,71930.0,Manual,diesel,Metallic,Dealer,5,125,1956,115,Front,5.5,Medium,0,1,1,Cloth,0,0,3.0
Opel,15490,Station wagon,Used,4,0,96000.0,Automatic,diesel,Metallic,Dealer,5,88,1598,173,Front,5.1,High,0,0,0,Cloth,1,0,6.0
Opel,22990,Station wagon,Used,5,0,77110.0,Automatic,diesel,Metallic,Dealer,5,125,1956,101,4WD,5.6,High,0,1,0,Leather,1,0,3.0
Opel,15449,Station wagon,Used,5,3,75284.0,Automatic,diesel,Metallic,Dealer,5,88,1598,146,Front,4.8,Medium,0,1,0,Cloth,1,0,4.0
Opel,31750,Station wagon,Demonstration,4,1,29900.0,Automatic,diesel,Metallic,Dealer,5,125,1956,154,4WD,5.6,High,0,1,1,Leather,1,0,3.0
Opel,19970,Station wagon,Used,5,1,59635.0,Manual,diesel,Metallic,Dealer,5,125,1956,108,Front,5.3,Medium,0,1,1,Cloth,1,0,3.0
Opel,11690,Station wagon,Used,5,1,110000.0,Manual,diesel,Metallic,Dealer,5,88,1598,148,Front,3.9,Medium,1,1,1,Cloth,1,0,5.0
Opel,30820,Station wagon,Used,5,0,31991.0,Automatic,benzine,Metallic,Dealer,5,88,1598,108,Front,6.7,High,0,1,1,Leather,1,0,4.0
Opel,17100,Station wagon,Used,5,1,29600.0,Manual,benzine,Basic,Dealer,5,96,1199,108,Front,4.5,Low,0,0,0,Cloth,0,0,1.0
Opel,23450,Station wagon,Used,4,1,62713.0,Automatic,diesel,Metallic,Dealer,5,125,1956,111,4WD,5.7,High,0,1,1,Cloth,1,0,4.0
Opel,24900,Station wagon,Used,5,0,59405.0,Automatic,diesel,Metallic,Dealer,5,125,1956,109,4WD,5.5,Medium,0,1,1,Leather,1,0,3.0
Opel,16350,Station wagon,Used,4,1,57500.0,Automatic,diesel,Metallic,Dealer,5,125,1956,101,4WD,5.5,Medium,0,0,1,Cloth,1,0,6.0
Opel,20700,Station wagon,Used,5,1,57829.0,Manual,benzine,Basic,Dealer,2,96,1199,101,4WD,5.5,Medium,0,0,0,Cloth,0,0,3.0
Opel,28740,Station wagon,Used,5,0,71718.0,Automatic,benzine,Metallic,Dealer,5,169,1998,106,4WD,8.7,High,0,1,1,Leather,1,0,5.0
Opel,24190,Station wagon,Employee's car,5,3,2000.0,Manual,benzine,Basic,Dealer,5,96,1199,156,Front,4.5,High,0,1,1,Cloth,1,0,0.0
Opel,17989,Station wagon,Used,5,3,64000.0,Manual,benzine,Metallic,Dealer,5,85,1490,107,Front,6.1,Medium,0,1,0,Cloth,1,1,5.0
Opel,14970,Station wagon,Used,5,0,154488.0,Automatic,diesel,Metallic,Dealer,5,125,1956,125,4WD,6.6,High,0,0,1,Leather,1,0,8.0
Opel,12500,Station wagon,Used,5,1,92000.0,Automatic,benzine,Basic,Dealer,5,110,1399,125,Front,5.6,Low,0,0,0,Cloth,0,0,4.0
Opel,11460,Station wagon,Used,5,0,75229.0,Manual,benzine,Metallic,Dealer,5,103,1364,124,4WD,6.3,Medium,0,1,1,Cloth,1,0,9.0
Opel,24870,Station wagon,Demonstration,5,0,27679.0,Manual,diesel,Metallic,Dealer,5,125,1956,124,Front,4.7,Medium,0,1,1,Cloth,1,0,2.0
Opel,23980,Station wagon,Used,4,3,61200.0,Manual,diesel,Basic,Dealer,3,110,1997,129,Front,5.4,Medium,0,1,1,Other,1,0,2.0
Opel,34990,Station wagon,Used,5,3,58950.0,Automatic,diesel,Metallic,Dealer,5,125,1956,95,4WD,7.1,High,0,1,1,Cloth,0,0,3.0
Opel,24990,Station wagon,Used,5,1,39135.0,Automatic,diesel,Metallic,Dealer,5,125,1956,134,Front,5.7,High,0,1,1,Cloth,1,0,3.0
Opel,20900,Station wagon,Used,5,1,56097.0,Manual,benzine,Metallic,Dealer,5,88,1598,154,Front,6.2,Medium,0,1,1,Leather,0,0,4.0
Opel,20980,Station wagon,Used,5,0,60436.0,Automatic,diesel,Basic,Dealer,5,125,1956,104,Front,5.7,High,1,1,1,Cloth,1,0,3.0
Opel,27900,Station wagon,Used,5,0,60757.0,Automatic,benzine,Metallic,Dealer,5,88,1598,105,Front,6.4,High,0,1,1,Cloth,1,0,3.0
Opel,34389,Station wagon,Used,5,3,54500.0,Automatic,diesel,Metallic,Dealer,5,125,1956,115,4WD,6.8,High,0,1,1,Leather,1,0,2.0
Opel,35950,Station wagon,Used,5,1,10889.0,Automatic,benzine,Metallic,Dealer,5,169,1998,104,Front,6.3,High,0,0,0,Cloth,1,0,1.0
Opel,7450,Station wagon,Used,5,0,151000.0,Manual,benzine,Metallic,Dealer,7,88,1598,127,Front,7.0,Low,0,1,1,Cloth,1,0,9.0
Opel,23990,Station wagon,Used,5,0,33531.0,Automatic,diesel,Metallic,Dealer,5,88,1598,109,Front,4.7,High,0,0,0,Cloth,1,0,2.0
Opel,19950,Station wagon,Used,5,1,66000.0,Automatic,diesel,Metallic,Dealer,5,125,1956,103,Front,5.6,Medium,0,1,1,Cloth,1,0,4.0
Opel,19900,Station wagon,Used,5,1,76028.0,Automatic,diesel,Metallic,Dealer,5,125,1956,140,4WD,5.6,Medium,0,1,1,Leather,0,0,5.0
Opel,17100,Station wagon,Used,5,1,29600.0,Manual,benzine,Basic,Dealer,5,96,1199,140,Front,4.5,Low,0,0,0,Cloth,0,0,1.0
Opel,22989,Station wagon,Used,5,3,61100.0,Automatic,benzine,Metallic,Dealer,5,169,1998,101,4WD,8.7,High,0,1,1,Leather,1,0,4.0
Opel,21990,Station wagon,Used,5,0,23663.0,Automatic,diesel,Metallic,Dealer,5,110,1496,129,Front,3.5,Medium,0,0,1,Cloth,1,0,1.0
Opel,39870,Station wagon,Used,5,0,5178.0,Automatic,benzine,Metallic,Dealer,5,169,1998,123,4WD,7.0,High,0,1,1,Leather,1,0,2.0
Opel,19765,Station wagon,Used,5,0,36900.0,Manual,benzine,Metallic,Dealer,5,85,1490,115,Front,6.2,Medium,0,1,1,Cloth,1,0,5.0
Opel,21880,Station wagon,Used,4,1,21719.0,Automatic,diesel,Metallic,Dealer,5,125,1956,131,4WD,5.6,Medium,0,0,1,Leather,1,0,3.0
Opel,25490,Station wagon,Employee's car,5,3,7000.0,Manual,benzine,Metallic,Dealer,5,96,1199,112,Front,4.5,High,0,1,1,Other,1,0,0.0
Opel,22845,Station wagon,Used,5,0,15000.0,Manual,diesel,Metallic,Dealer,5,110,1496,112,Front,3.5,High,0,1,1,Leather,1,1,2.0
Opel,34950,Station wagon,Demonstration,5,2,69062.0,Manual,diesel,Metallic,Dealer,5,135,2000,131,Front,5.3,Medium,0,0,0,Leather,1,0,5.0
Opel,28990,Station wagon,Used,4,1,11700.0,Automatic,diesel,Basic,Dealer,5,125,1956,141,4WD,6.8,High,0,1,1,Leather,1,0,3.0
Opel,24990,Station wagon,Used,5,2,4993.0,Manual,diesel,Metallic,Dealer,5,110,1496,131,Front,3.8,High,0,1,1,Leather,1,0,2.0
Opel,39590,Station wagon,Used,5,0,45633.0,Automatic,benzine,Metallic,Dealer,5,169,1998,125,4WD,8.7,High,0,1,1,Leather,1,0,4.0
Opel,19989,Station wagon,Used,5,3,48200.0,Automatic,diesel,Metallic,Dealer,5,110,1496,109,Front,4.2,High,0,1,1,Cloth,1,0,2.0
Opel,24490,Station wagon,Employee's car,5,3,4991.0,Manual,benzine,Metallic,Dealer,5,96,1199,154,Front,4.5,High,0,1,1,Cloth,1,0,0.0
Opel,18479,Station wagon,Used,5,3,68990.0,Manual,diesel,Metallic,Dealer,5,88,1598,127,Front,4.9,High,0,1,1,Leather,1,0,3.0
Opel,42977,Station wagon,Used,4,1,31850.0,Automatic,diesel,Metallic,Dealer,8,110,1997,111,Front,7.5,Medium,0,0,1,Cloth,1,1,2.0
Opel,16000,Station wagon,Used,5,1,37262.0,Manual,benzine,Basic,Dealer,5,60,1200,111,Front,7.5,Medium,0,0,0,Cloth,0,0,2.0
Opel,25990,Station wagon,Used,5,3,47630.0,Automatic,diesel,Metallic,Dealer,5,125,1956,141,Front,5.6,High,0,1,1,Cloth,1,0,3.0
Opel,25490,Station wagon,Demonstration,5,2,500.0,Manual,benzine,Basic,Dealer,5,96,1199,119,Front,4.7,Medium,0,0,1,Cloth,1,0,0.0
Opel,23490,Station wagon,Employee's car,5,3,2600.0,Manual,benzine,Basic,Dealer,5,96,1199,158,Front,4.5,High,0,1,0,Cloth,1,0,0.0
Opel,23990,Station wagon,Used,5,0,16713.0,Automatic,benzine,Metallic,Dealer,5,107,1341,140,Front,5.0,Medium,0,1,1,Cloth,1,0,1.0
Opel,46550,Station wagon,Demonstration,5,1,6250.0,Automatic,diesel,Metallic,Dealer,5,128,1955,151,Front,4.3,Medium,0,1,1,Cloth,0,0,0.0
Opel,26449,Station wagon,Employee's car,5,3,8080.0,Manual,diesel,Basic,Dealer,5,110,1496,113,Front,3.8,High,0,1,1,Leather,1,0,1.0
Opel,37485,Station wagon,Employee's car,3,1,27.0,Automatic,benzine,Metallic,Dealer,2,96,1199,110,Front,3.8,Medium,0,1,1,Cloth,1,0,1.0
Opel,19950,Station wagon,Used,4,1,36900.0,Manual,diesel,Metallic,Dealer,5,110,1496,124,Front,4.1,Medium,0,1,1,Cloth,1,0,2.0
Opel,20995,Station wagon,Used,4,1,19416.0,Manual,benzine,Metallic,Dealer,5,85,1490,134,Front,5.7,Medium,0,1,1,Cloth,1,0,4.0
Opel,19500,Station wagon,Used,4,1,44500.0,Manual,benzine,Metallic,Dealer,5,96,1199,153,Front,5.4,High,0,1,1,Cloth,1,0,2.0
Opel,16989,Station wagon,Used,5,3,40600.0,Manual,diesel,Metallic,Dealer,5,110,1496,193,Front,3.4,Medium,0,1,1,Cloth,1,0,2.0
Opel,24790,Station wagon,Used,5,0,40088.0,Automatic,benzine,Basic,Dealer,5,107,1341,119,Front,5.0,High,0,0,1,Leather,1,0,2.0
Opel,18940,Station wagon,Used,5,1,24027.0,Manual,diesel,Metallic,Dealer,5,110,1496,199,Front,3.5,Medium,0,1,1,Cloth,1,1,2.0
Opel,19990,Station wagon,Used,5,3,10149.0,Manual,benzine,Metallic,Dealer,5,96,1199,156,Front,4.5,High,0,1,1,Cloth,1,0,2.0
Opel,29900,Station wagon,Used,5,1,13500.0,Manual,diesel,Metallic,Dealer,5,128,1955,131,Front,4.5,High,0,1,1,Leather,1,0,1.0
Opel,19865,Station wagon,Used,5,0,15569.0,Manual,benzine,Metallic,Dealer,5,96,1199,156,Front,4.5,High,0,1,1,Cloth,1,0,1.0
Opel,36190,Station wagon,Used,5,0,8630.0,Automatic,diesel,Metallic,Dealer,5,125,1956,118,Front,5.5,High,0,0,0,Leather,1,0,1.0
Opel,46990,Station wagon,Employee's car,5,3,13402.0,Automatic,benzine,Metallic,Dealer,5,169,1998,101,4WD,7.0,High,0,1,1,Leather,1,0,1.0
Opel,20500,Station wagon,Used,4,1,24400.0,Manual,benzine,Metallic,Dealer,5,96,1199,154,Front,4.5,High,0,1,1,Leather,1,0,2.0
Opel,41977,Station wagon,Used,4,1,34100.0,Automatic,diesel,Metallic,Dealer,8,110,1997,124,Front,7.4,Medium,0,0,1,Cloth,1,1,2.0
Opel,18975,Station wagon,Used,5,0,50000.0,Manual,benzine,Basic,Dealer,5,110,1399,158,Front,5.6,Medium,0,1,1,Cloth,1,0,4.0
Opel,27990,Station wagon,Demonstration,5,1,15.0,Manual,benzine,Metallic,Dealer,5,96,1199,138,Front,4.5,High,0,1,1,Cloth,0,0,1.0
Opel,28250,Station wagon,Demonstration,4,1,29901.0,Automatic,benzine,Metallic,Dealer,5,85,1490,109,Front,5.5,High,0,1,1,Leather,1,0,2.0
Opel,22420,Station wagon,Used,5,0,20700.0,Automatic,benzine,Metallic,Dealer,5,110,1399,154,Front,5.5,Medium,0,1,0,Leather,1,0,3.0
Opel,36850,Station wagon,Used,5,0,6.0,Automatic,diesel,Metallic,Dealer,5,110,1995,113,Front,4.4,High,0,1,0,Leather,1,0,0.0
Opel,16490,Station wagon,Used,5,3,57013.0,Manual,benzine,Metallic,Dealer,5,110,1399,145,Front,4.9,Medium,0,0,0,Cloth,1,0,6.0
Opel,16989,Station wagon,Used,5,3,33950.0,Manual,diesel,Basic,Dealer,5,110,1496,136,Front,3.4,Medium,0,1,1,Cloth,1,0,2.0
Opel,17990,Station wagon,Used,5,1,42211.0,Manual,benzine,Metallic,Dealer,5,85,1490,103,Front,5.6,Medium,0,1,0,Cloth,0,0,3.0
Opel,27490,Station wagon,Used,4,0,652.0,Manual,benzine,Basic,Dealer,5,96,1199,109,Front,4.5,Low,0,0,0,Cloth,1,0,0.0
Opel,39850,Station wagon,Used,5,0,39000.0,Manual,diesel,Basic,Dealer,8,110,1997,149,Front,5.4,Medium,0,0,0,Cloth,1,0,2.0
Opel,22990,Station wagon,Employee's car,5,3,4992.0,Manual,benzine,Metallic,Dealer,5,96,1199,156,Front,4.5,High,0,1,1,Cloth,1,0,0.0
Opel,25780,Station wagon,Used,5,0,5517.0,Manual,benzine,Metallic,Dealer,5,96,1199,157,Front,4.5,High,0,1,1,Cloth,1,0,2.0
Opel,24990,Station wagon,Employee's car,5,3,7000.0,Automatic,benzine,Metallic,Dealer,5,107,1341,137,Front,5.0,High,0,1,0,Cloth,1,0,1.0
Opel,19950,Station wagon,Used,4,1,26200.0,Manual,benzine,Metallic,Dealer,5,96,1199,156,Front,4.5,High,0,1,1,Leather,1,0,2.0
Opel,17290,Station wagon,Used,5,0,53780.0,Automatic,diesel,Metallic,Dealer,5,88,1598,123,Front,4.8,Medium,0,1,1,Cloth,1,0,4.0
Opel,23900,Station wagon,Used,5,0,27900.0,Manual,diesel,Metallic,Dealer,5,88,1598,121,Front,4.5,Medium,0,1,1,Cloth,1,0,4.0
Opel,20380,Station wagon,Used,5,0,16980.0,Manual,diesel,Basic,Dealer,5,110,1496,113,Front,3.5,Medium,0,1,0,Cloth,1,0,3.0
Opel,22488,Station wagon,Employee's car,5,2,6839.0,Manual,benzine,Metallic,Dealer,5,96,1199,156,Front,4.7,Medium,0,1,1,Cloth,1,0,0.0
Opel,25990,Station wagon,Employee's car,5,3,5000.0,Automatic,benzine,Metallic,Dealer,5,107,1341,118,Front,5.0,High,0,1,1,Cloth,1,0,0.0
Opel,22900,Station wagon,Used,5,0,3610.0,Manual,benzine,Metallic,Dealer,5,96,1199,149,Front,4.5,Medium,0,1,1,Cloth,1,0,2.0
Opel,17379,Station wagon,Used,5,3,40100.0,Manual,benzine,Metallic,Dealer,5,110,1399,119,Front,5.9,Medium,0,0,0,Cloth,1,0,3.0
Opel,19490,Station wagon,Used,5,3,28261.0,Manual,benzine,Metallic,Dealer,5,96,1199,149,Front,4.5,High,0,1,1,Cloth,1,0,2.0
Opel,13980,Station wagon,Used,5,3,68950.0,Manual,benzine,Metallic,Dealer,5,70,999,154,Front,4.6,Medium,0,1,1,Cloth,1,0,4.0
Opel,29880,Station wagon,Used,5,0,18979.0,Automatic,diesel,Metallic,Dealer,5,110,1995,120,Front,4.3,High,0,1,0,Cloth,1,0,2.0
Opel,44740,Station wagon,Used,5,0,150.0,Manual,diesel,Metallic,Dealer,9,88,1598,121,Front,6.2,Low,0,1,1,Cloth,1,0,0.0
Opel,28250,Station wagon,Demonstration,4,1,29901.0,Automatic,benzine,Metallic,Dealer,5,85,1490,101,Front,5.5,High,0,1,1,Leather,1,0,2.0
Opel,19450,Station wagon,Used,5,0,35584.0,Manual,benzine,Metallic,Dealer,5,110,1399,139,Front,5.5,High,0,0,0,Leather,1,0,3.0
